names	chrom_contrast_bees	chrom_contrast_butterflies	chrom_contrast_flies	chrom_contrast_beetles	transect	zone	zone2
T1_419	0.572538196	0.358166536	0.528838826	0.225624376	2	yellow	yellow2
T1_420	0.622077187	0.367350208	0.555309326	0.226006364	2	yellow	yellow2
T1_421	0.553781704	0.363244085	0.52398491	0.241372029	2	yellow	yellow2
T1_422	0.589935955	0.361820879	0.540986882	0.224448345	2	yellow	yellow2
T1_423	0.612247707	0.370749652	0.555646326	0.234039117	2	yellow	yellow2
T1_424	0.622083551	0.370577631	0.556798625	0.234434715	2	yellow	yellow2
T1_425	0.651292668	0.377817208	0.575000687	0.237158345	2	yellow	yellow2
T1_426	0.638330391	0.368981497	0.561354283	0.225110788	2	yellow	yellow2
T1_427	0.61162053	0.372089064	0.55321006	0.23847874	2	yellow	yellow2
T1_428	0.645171905	0.372365717	0.568009476	0.226884139	2	yellow	yellow2
T1_429	0.601435801	0.366542238	0.548051919	0.228849695	2	yellow	yellow2
T1_430	0.622888331	0.362108726	0.55249436	0.212565264	2	yellow	yellow2
T1_431	0.445812443	0.327556525	0.444936541	0.218153844	2	yellow	yellow2
T1_432	0.615369304	0.354684698	0.541139329	0.201470963	2	yellow	yellow2
T1_433	0.654980237	0.371213607	0.568629848	0.227955353	2	yellow	yellow2
T1_434	0.599848312	0.354281626	0.532739223	0.215414411	2	yellow	yellow2
T1_435	0.637459325	0.36339575	0.554519206	0.219353398	2	yellow	yellow2
T1_436	0.562725174	0.33046547	0.492914337	0.194582301	2	yellow	yellow2
T1_437	0.611810222	0.359267881	0.540953805	0.21736761	2	yellow	yellow2
T1_438	0.490223789	0.331839842	0.475280202	0.208889964	2	yellow	yellow2
T1_439	0.508152966	0.330679767	0.480778002	0.191850971	2	yellow	yellow2
T1_441	0.637428432	0.363591284	0.560752144	0.210679635	2	yellow	yellow2
T1_442	0.561679801	0.352437202	0.524185886	0.218116238	2	yellow	yellow2
T1_443	0.60271166	0.365810289	0.544626187	0.232672533	2	yellow	yellow2
T1_444	0.643969081	0.373006435	0.56661233	0.233546098	2	yellow	yellow2
T1_445	0.566676461	0.333085573	0.499125369	0.198655257	2	yellow	yellow2
T1_448	0.590491213	0.349715474	0.527379264	0.209166822	2	yellow	yellow2
T1_450	0.634875136	0.366317208	0.555856375	0.22335951	2	yellow	yellow2
T1_451	0.579092484	0.358490439	0.530830416	0.227832147	2	yellow	yellow2
T1_452	0.617103228	0.352261903	0.535481072	0.205745389	2	yellow	yellow2
T1_453	0.457744597	0.320687011	0.443899643	0.206154943	2	yellow	yellow2
T1_454	0.483358488	0.323635585	0.467453327	0.193285411	2	yellow	yellow2
T1_455	0.618562278	0.358708795	0.543148881	0.215263045	2	yellow	yellow2
T1_456	0.559203868	0.33366051	0.496855612	0.199570482	2	yellow	yellow2
T1_457	0.639857922	0.370826346	0.563250119	0.229077521	2	yellow	yellow2
T1_458	0.565395499	0.348990171	0.517326948	0.212826276	2	yellow	yellow2
T1_459	0.622254777	0.371737916	0.560184533	0.229453727	2	yellow	yellow2
T1_460	0.630332204	0.372024712	0.561922768	0.234196664	2	yellow	yellow2
T1_461	0.621445793	0.377479169	0.564679282	0.248084665	2	yellow	yellow2
T1_462	0.641358512	0.363085066	0.554892274	0.215710521	2	yellow	yellow2
T1_463	0.628071108	0.370332646	0.559420557	0.230441211	2	yellow	yellow2
T1_464	0.568121402	0.357026912	0.527331187	0.223443726	2	yellow	yellow2
T1_465	0.465941389	0.320833767	0.45313075	0.203419534	2	yellow	yellow2
T1_466	0.658445534	0.38444995	0.583892694	0.245169924	2	yellow	yellow2
T1_467	0.508094642	0.332922947	0.484067015	0.202050028	2	yellow	yellow2
T1_470	0.618945577	0.352183116	0.536807371	0.204720476	2	yellow	yellow2
T1_471	0.625470342	0.368568806	0.557889936	0.223186128	2	yellow	yellow2
T1_473	0.64236859	0.369731908	0.562734442	0.226605954	2	yellow	yellow2
T1_474	0.638708058	0.369738095	0.564003015	0.223940318	2	yellow	yellow2
T1_475	0.639582889	0.365938737	0.560065151	0.217287561	2	yellow	yellow2
T1_476	0.622872123	0.362648667	0.550247895	0.220361119	2	yellow	yellow2
T1_477	0.381902203	0.305055635	0.404222009	0.205225953	2	yellow	yellow2
T1_478	0.543340511	0.305968315	0.456090263	0.180335229	2	yellow	yellow2
T1_479	0.559623473	0.351614687	0.518580831	0.218055703	2	yellow	yellow2
T1_480	0.53798022	0.307703035	0.458225358	0.181455461	2	yellow	yellow2
